Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: May 2024,Searches: Jun 2024,Searches: Jul 2024,Searches: Aug 2024,Searches: Sep 2024,Searches: Oct 2024,Searches: Nov 2024,Searches: Dec 2024,Searches: Jan 2025,Searches: Feb 2025,Searches: Mar 2025,Searches: Apr 2025
crunchyroll paywall,CAD,20.0,0%,0%,Low,4.0,,,,,,,,20.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0,10.0,10.0,20.0,10.0
crunchyroll rss,CAD,10.0,0%,-50%,Low,0.0,,,,,,,,10.0,20.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,20.0,10.0
crunchyroll unblocked,CAD,320.0,285%,213%,Low,0.0,,,,,,,,320.0,140.0,110.0,140.0,260.0,320.0,260.0,260.0,390.0,260.0,590.0,1000.0
crunchyroll x funimation,CAD,110.0,0%,-65%,Low,1.0,,,,,,,,170.0,140.0,170.0,110.0,110.0,90.0,70.0,90.0,110.0,90.0,110.0,90.0
custom brand video,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,0.0,10.0,10.0,10.0,10.0,30.0,30.0,20.0,10.0,20.0,10.0
daz3d animate,CAD,10.0,0%,∞,Low,6.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
deepfake vfx studio,CAD,10.0,0%,∞,Low,0.0,,,,,,,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0
delivery animation,CAD,90.0,0%,22%,Low,0.0,,,,,,,,70.0,70.0,90.0,70.0,90.0,90.0,90.0,90.0,90.0,110.0,110.0,110.0
delta video productions,CAD,10.0,∞,0%,Low,0.0,,,,,,,,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0
demo video production company,CAD,20.0,50%,200%,Low,0.0,,,,,,,,0.0,10.0,10.0,10.0,10.0,10.0,50.0,70.0,10.0,20.0,40.0,30.0
dexter studios vfx,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
dexter vfx,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0
digikore vfx,CAD,10.0,100%,-33%,Low,0.0,,,,,,,,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0
digikore vfx studio,CAD,10.0,0%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0
digital district vfx,CAD,10.0,0%,0%,Low,13.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
digital domain vfx,CAD,50.0,29%,200%,Low,0.0,,,,,,,,40.0,50.0,40.0,50.0,40.0,50.0,30.0,30.0,40.0,70.0,90.0,90.0
digital marketing agency promotional video,CAD,40.0,-55%,400%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,70.0,50.0,90.0,110.0,70.0,50.0
digital marketing and video production,CAD,20.0,40%,600%,Low,1.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,50.0,50.0,70.0
digital marketing video production services,CAD,90.0,0%,250%,Low,3.0,15.62,97.83,,,,,,70.0,50.0,70.0,40.0,70.0,20.0,40.0,50.0,110.0,140.0,140.0,140.0
digital video brands,CAD,10.0,0%,-100%,Unknown,,,,,,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0
digital video in multimedia,CAD,10.0,0%,0%,Low,14.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
digital video marketing agency,CAD,140.0,-19%,420%,Low,2.0,4.91,15.29,,,,,,50.0,90.0,50.0,70.0,50.0,50.0,40.0,50.0,170.0,320.0,320.0,260.0
digital video production and marketing,CAD,20.0,0%,-50%,Low,0.0,,,,,,,,20.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,10.0,10.0,40.0,10.0
digital video production companies,CAD,10.0,0%,∞,Low,14.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0
digital video production services,CAD,20.0,0%,100%,Low,6.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,20.0,50.0,30.0,20.0,20.0,20.0
dneg company,CAD,20.0,-50%,-50%,Low,1.0,,,,,,,,20.0,20.0,30.0,20.0,10.0,20.0,10.0,10.0,30.0,20.0,20.0,10.0
dneg studio,CAD,90.0,-44%,-29%,Low,3.0,,,,,,,,70.0,70.0,110.0,90.0,70.0,90.0,90.0,50.0,70.0,90.0,110.0,50.0
dneg vfx,CAD,210.0,-19%,-47%,Low,2.0,2.51,6.92,,,,,,260.0,260.0,260.0,170.0,170.0,170.0,170.0,170.0,170.0,210.0,320.0,170.0
dneg vfx company,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
dneg vimeo,CAD,10.0,0%,∞,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
dneg virtual production,CAD,10.0,0%,-67%,Low,14.0,,,,,,,,30.0,30.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
dneg visual effects,CAD,20.0,-50%,-75%,Low,7.0,,,,,,,,40.0,30.0,30.0,20.0,20.0,20.0,20.0,10.0,20.0,20.0,40.0,10.0
dneg xstudio,CAD,20.0,-25%,50%,Low,0.0,,,,,,,,10.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,30.0,40.0,30.0,30.0
doctor strange vfx company,CAD,10.0,0%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
double negative vfx,CAD,390.0,-18%,-18%,Low,1.0,,,,,,,,390.0,320.0,320.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,320.0
double negative vfx company,CAD,10.0,0%,0%,Low,0.0,,,,,,,,0.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0
double negative visual effects,CAD,390.0,-18%,-18%,Low,1.0,,,,,,,,390.0,320.0,320.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,320.0
dream engine video production,CAD,10.0,-50%,0%,Low,25.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,20.0,10.0,10.0
dream works studio,CAD,1300.0,0%,0%,Low,0.0,,,,,,,,1300.0,1300.0,1600.0,1300.0,1300.0,1300.0,1300.0,1300.0,1600.0,1300.0,1600.0,1300.0
dreamtek tv,CAD,10.0,0%,-50%,Low,11.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
drone video company marketing,CAD,20.0,0%,200%,Low,0.0,,,,,,,,10.0,10.0,40.0,30.0,20.0,10.0,0.0,0.0,10.0,30.0,40.0,30.0
dtm vfx studio,CAD,10.0,0%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
dune special effects company,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
dune vfx studio,CAD,10.0,0%,-50%,Low,0.0,,,,,,,,20.0,20.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0
dvcpro hd,CAD,110.0,29%,-18%,Low,22.0,,,,,,,,140.0,90.0,90.0,90.0,90.0,110.0,110.0,110.0,110.0,70.0,90.0,90.0
e one production company,CAD,20.0,-33%,100%,Low,0.0,,,,,,,,10.0,20.0,10.0,20.0,20.0,10.0,10.0,10.0,30.0,30.0,30.0,20.0
easy 3d visualisation,CAD,10.0,∞,∞,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0
educational production company,CAD,10.0,0%,∞,Low,5.0,,,,,,,,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
educational video production services,CAD,110.0,89%,143%,Low,0.0,,,,,,,,70.0,90.0,90.0,90.0,70.0,70.0,170.0,170.0,170.0,90.0,170.0,170.0
ellipse vfx studio,CAD,10.0,0%,0%,Unknown,,,,,,,,,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0
epic video productions,CAD,10.0,0%,0%,Low,17.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
escape studios vfx,CAD,10.0,0%,0%,Low,16.0,,,,,,,,20.0,10.0,10.0,10.0,20.0,30.0,30.0,10.0,10.0,10.0,10.0,10.0
escape vfx,CAD,10.0,0%,0%,Low,16.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
estate agent video production,CAD,10.0,-33%,100%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,30.0,20.0,20.0
event filming company,CAD,40.0,250%,133%,Low,6.0,2.13,16.81,,,,,,20.0,10.0,210.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,50.0,70.0
event video company,CAD,50.0,80%,29%,Low,3.0,6.79,32.88,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,50.0,40.0,70.0,50.0,90.0,90.0
event video production services,CAD,210.0,88%,88%,Low,0.0,,,,,,,,110.0,140.0,260.0,140.0,140.0,110.0,170.0,260.0,210.0,170.0,390.0,320.0
exceptional minds vfx,CAD,20.0,100%,-50%,Low,1.0,,,,,,,,20.0,10.0,10.0,30.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,20.0
explainer production company,CAD,20.0,-40%,200%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,20.0,30.0,20.0,20.0,50.0,50.0,30.0
explanatory video companies,CAD,10.0,0%,100%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,20.0,20.0,10.0,20.0
fairlife video,CAD,50.0,0%,25%,Low,0.0,,,,,,,,50.0,50.0,50.0,50.0,50.0,40.0,70.0,40.0,40.0,50.0,50.0,50.0
famous vfx companies,CAD,10.0,0%,∞,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
famous vfx studios,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
famulus vfx studios,CAD,0.0,0%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fbla digital video production,CAD,170.0,-19%,133%,Low,0.0,,,,,,,,10.0,30.0,40.0,50.0,140.0,210.0,260.0,260.0,480.0,260.0,260.0,210.0
feather vfx studio,CAD,10.0,∞,0%,Medium,43.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0
film company video,CAD,10.0,-100%,0%,Unknown,,,,,,,,,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0
film studio video,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
film video company,CAD,30.0,29%,800%,Low,1.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,50.0,70.0,90.0,90.0
film video production company,CAD,140.0,24%,420%,Low,4.0,4.33,24.06,,,,,,40.0,40.0,70.0,50.0,50.0,70.0,140.0,140.0,170.0,210.0,260.0,260.0
filming corporate videos,CAD,30.0,-20%,300%,Low,8.0,4.6,17.46,,,,,,10.0,10.0,10.0,20.0,10.0,20.0,10.0,20.0,40.0,50.0,50.0,40.0
fix studio vfx,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
focus vfx studio,CAD,10.0,0%,-100%,Unknown,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
folk studio vfx,CAD,10.0,0%,-100%,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
folks vfx studio,CAD,10.0,0%,0%,Low,0.0,,,,,,,,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0
foundry nuke studio,CAD,30.0,50%,200%,Low,2.0,,,,,,,,30.0,50.0,20.0,30.0,50.0,30.0,30.0,20.0,20.0,20.0,20.0,30.0
foundry vfx,CAD,50.0,-22%,40%,Low,2.0,,,,,,,,50.0,20.0,40.0,30.0,50.0,40.0,50.0,30.0,40.0,90.0,70.0,70.0
fractal vfx studio,CAD,10.0,0%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
frame x vfx studio,CAD,10.0,0%,0%,Low,1.0,,,,,,,,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
framestore post production,CAD,10.0,0%,0%,Low,4.0,,,,,,,,10.0,20.0,20.0,10.0,10.0,20.0,10.0,10.0,20.0,20.0,10.0,20.0
framestore visual effects,CAD,390.0,0%,23%,Low,3.0,2.87,13.98,,,,,,390.0,480.0,390.0,320.0,320.0,390.0,390.0,320.0,390.0,480.0,480.0,480.0
fruit videos,CAD,480.0,23%,0%,Low,0.0,,,,,,,,390.0,590.0,480.0,390.0,480.0,390.0,390.0,480.0,480.0,390.0,390.0,480.0
full service film production company,CAD,30.0,0%,600%,Low,3.0,4.33,9.06,,,,,,10.0,10.0,20.0,10.0,10.0,20.0,10.0,10.0,10.0,70.0,110.0,70.0
full service production agency,CAD,320.0,50%,324%,Low,5.0,4.19,14.8,,,,,,210.0,170.0,210.0,140.0,210.0,260.0,320.0,320.0,320.0,480.0,590.0,720.0
full service production studio,CAD,10.0,-50%,-50%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0
funimation and crunchyroll merge 2021,CAD,10.0,-100%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0
funimation bought crunchyroll,CAD,50.0,-25%,-82%,Low,0.0,,,,,,,,70.0,140.0,110.0,50.0,50.0,50.0,40.0,30.0,30.0,40.0,30.0,30.0
funimation joining crunchyroll,CAD,10.0,0%,-50%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0
funimation merge with crunchyroll,CAD,30.0,200%,-79%,Low,0.0,,,,,,,,40.0,30.0,40.0,30.0,30.0,20.0,20.0,20.0,30.0,10.0,30.0,30.0
funimation move to crunchyroll,CAD,10.0,0%,-94%,Low,0.0,,,,,,,,30.0,30.0,20.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0
funimation moving to crunchyroll,CAD,10.0,0%,-94%,Low,0.0,,,,,,,,30.0,30.0,20.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0
funimation x crunchyroll,CAD,10.0,0%,-86%,Low,0.0,,,,,,,,30.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0
gener8 vfx studio,CAD,10.0,0%,-100%,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
george lucas vfx company,CAD,10.0,-50%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,10.0
ghost vfx studio,CAD,10.0,-100%,-100%,Unknown,,,,,,,,,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0
giant video productions,CAD,10.0,0%,-50%,Low,10.0,,,,,,,,20.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0
global video production company,CAD,20.0,0%,-50%,Medium,50.0,,,,,,,,70.0,30.0,10.0,20.0,10.0,10.0,50.0,30.0,40.0,10.0,10.0,10.0
global video production service,CAD,50.0,400%,25%,Low,0.0,,,,,,,,170.0,90.0,50.0,30.0,20.0,20.0,30.0,50.0,10.0,10.0,40.0,50.0
goobe video production,CAD,10.0,∞,∞,Low,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
got vfx company,CAD,10.0,0%,∞,Low,14.0,,,,,,,,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
great brand videos,CAD,90.0,0%,-18%,Low,14.0,1.69,13.28,,,,,,140.0,110.0,90.0,110.0,90.0,90.0,90.0,70.0,90.0,90.0,110.0,90.0
harry potter vfx company,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
hd video company,CAD,10.0,0%,∞,High,86.0,,,,,,,,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0
hero brand video,CAD,10.0,∞,∞,Low,0.0,,,,,,,,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0
hexart vfx & animation studios,CAD,0.0,0%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hibino vfx studio,CAD,10.0,0%,∞,Low,0.0,,,,,,,,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0
high end video production company,CAD,10.0,0%,∞,Low,0.0,,,,,,,,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,30.0,10.0,30.0,10.0
hollywood digital vfx studios,CAD,10.0,∞,0%,Low,0.0,,,,,,,,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0
hollywood vfx studios,CAD,10.0,0%,0%,Low,0.0,,,,,,,,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
home video companies,CAD,110.0,22%,-21%,Low,1.0,,,,,,,,110.0,70.0,70.0,140.0,110.0,90.0,140.0,140.0,110.0,90.0,110.0,110.0
home video production studio,CAD,10.0,0%,0%,Low,24.0,,,,,,,,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
horlicks advertisement video,CAD,0.0,0%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
houston production studios,CAD,10.0,-67%,0%,Low,19.0,,,,,,,,10.0,20.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,30.0,20.0,10.0
hybride vfx,CAD,140.0,-18%,-18%,Low,1.0,,,,,,,,170.0,110.0,90.0,90.0,110.0,170.0,170.0,110.0,170.0,170.0,210.0,140.0
ih video productions,CAD,10.0,0%,0%,Low,21.0,,,,,,,,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0
ilm vfx,CAD,480.0,23%,23%,Low,0.0,,,,,,,,480.0,390.0,390.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,590.0,590.0
ilm vfx company,CAD,10.0,-100%,-100%,Unknown,,,,,,,,,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0
ilm vfx studio,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ilm visual effects,CAD,480.0,23%,23%,Low,0.0,,,,,,,,480.0,390.0,390.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,590.0,590.0
imageworks vfx,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
in motion video productions,CAD,10.0,0%,0%,Low,5.0,,,,,,,,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
inception vfx company,CAD,10.0,∞,0%,Low,0.0,,,,,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0
independent video producer,CAD,10.0,0%,0%,Low,21.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
independent video production companies,CAD,20.0,40%,600%,Low,1.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,50.0,70.0,70.0
indigo production house,CAD,10.0,-100%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0
industrial 3d animation company,CAD,20.0,0%,600%,Low,1.0,,,,,,,,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,40.0,70.0,70.0,70.0
industrial 3d animation rendering services,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
industrial 3d animation services,CAD,20.0,-25%,0%,Low,0.0,,,,,,,,10.0,10.0,0.0,10.0,10.0,10.0,10.0,20.0,50.0,40.0,40.0,30.0
industrial animation services,CAD,20.0,0%,300%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,30.0,30.0,30.0,40.0,70.0,40.0
infomercial video,CAD,70.0,80%,-18%,Low,8.0,9.49,38.77,,,,,,90.0,70.0,70.0,90.0,90.0,70.0,70.0,50.0,70.0,50.0,70.0,90.0
ingenuity studios vfx,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ingenuity vfx,CAD,140.0,-21%,-35%,Low,1.0,,,,,,,,170.0,170.0,140.0,140.0,110.0,140.0,110.0,90.0,140.0,140.0,140.0,110.0
innovative video productions,CAD,10.0,100%,100%,Low,1.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0
inspirational brand videos,CAD,10.0,0%,-50%,Low,0.0,,,,,,,,20.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0
instructional video production companies,CAD,40.0,-25%,50%,Low,0.0,,,,,,,,30.0,30.0,40.0,20.0,30.0,30.0,90.0,70.0,40.0,40.0,50.0,30.0
intelligent creatures vfx,CAD,10.0,-50%,-75%,Low,0.0,,,,,,,,10.0,10.0,20.0,10.0,20.0,10.0,10.0,10.0,10.0,20.0,20.0,10.0
interactive media production company,CAD,10.0,0%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
internal communications video production,CAD,50.0,0%,100%,Low,0.0,,,,,,,,30.0,10.0,10.0,20.0,20.0,20.0,70.0,110.0,110.0,40.0,70.0,40.0
international video production companies,CAD,10.0,0%,0%,Low,0.0,,,,,,,,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
international video production company,CAD,10.0,0%,0%,Low,21.0,,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,30.0,30.0,20.0,10.0,20.0,10.0
jalf video production,CAD,10.0,0%,0%,Low,3.0,,,,,,,,20.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
japanese video company,CAD,10.0,0%,-50%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
jellyfish pictures animation,CAD,90.0,22%,175%,Low,0.0,,,,,,,,50.0,70.0,40.0,40.0,50.0,40.0,40.0,30.0,70.0,90.0,390.0,110.0
jellyfish pictures studio,CAD,30.0,0%,0%,Low,0.0,,,,,,,,30.0,20.0,20.0,20.0,40.0,20.0,10.0,20.0,30.0,20.0,140.0,20.0
jellyfish pictures vfx,CAD,40.0,0%,0%,Low,0.0,,,,,,,,30.0,40.0,20.0,40.0,30.0,20.0,20.0,20.0,20.0,20.0,210.0,20.0
jpl video productions,CAD,10.0,0%,0%,Low,5.0,,,,,,,,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0
jtv video productions,CAD,10.0,0%,0%,Unknown,,,,,,,,,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
just vfx studios,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
justvfx,CAD,10.0,0%,0%,Low,0.0,,,,,,,,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0
justvfx studios,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0
kc video production,CAD,30.0,100%,100%,Low,9.0,1.17,5.59,,,,,,20.0,20.0,30.0,20.0,30.0,40.0,10.0,30.0,40.0,20.0,30.0,40.0
kiki's delivery service japanese,CAD,201000.0,22%,0%,Low,6.0,0.53,10.43,,,,,,165000.0,165000.0,165000.0,201000.0,201000.0,450000.0,201000.0,165000.0,165000.0,135000.0,165000.0,165000.0
kiki's delivery service reddit,CAD,260.0,24%,24%,Low,0.0,,,,,,,,260.0,260.0,260.0,260.0,260.0,480.0,260.0,210.0,320.0,210.0,260.0,260.0
kleem vfx studio,CAD,10.0,-100%,-100%,Unknown,,,,,,,,,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0
korean 3d animation studios,CAD,10.0,-100%,-100%,Unknown,,,,,,,,,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0
korean music video production companies,CAD,10.0,∞,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0
korean vfx companies,CAD,10.0,0%,0%,Low,0.0,,,,,,,,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
la vfx studios,CAD,10.0,-50%,0%,Low,11.0,,,,,,,,20.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0
largest vfx companies,CAD,10.0,-50%,0%,Low,3.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0
largest video production companies,CAD,20.0,50%,200%,Low,4.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,30.0
largest visual effects companies,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
leading vfx companies,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0
